title,author,isbn,available
"Book Lust: Recommended Reading for Every Mood, Moment, and Reason",Nancy Pearl,1570613818,true
Dirt Music : A Novel,Tim Winton,743228022,true
Enduring Love,Ian McEwan,385494149,true
The Next Step in the Dance : A Novel,Tim Gautreaux,312199368,true
One Thousand White Women : The Journals of May Dodd: A Novel,Jim Fergus,312199430,true
"Rebekah: Women of Genesis (Women of Genesis, 2)",Orson Scott Card,1570089957,true
The Debt: What America Owes to Blacks,Randall Robinson,452282101,true
"Rule by Secrecy: The Hidden History That Connects the Trilateral Commission, the Freemasons, and the Great Pyramids",Jim Marrs,60193689,true
La Aventura del Tocador de Senoras,Eduardo Mendoza,8432210900,true
Madame Bovary (Fabula),Gustave Flaubert,8472237443,true
Flatland: A Romance of Many Dimensions (Dover Thrift Editions),Edwin A. Abbott,048627263X,true
The Gift of the Magi and Other Short Stories (Dover Thrift Editions),O. Henry,486270610,true
The Sculptress,Minette Walters,330330373,true
The Legend That Was Earth,James P. Hogan,671318403,true
The Vorpal Blade,Colin Forbes,743440358,true
Unbearable Lightness of Being,Milan Kundera,571135390,true
Letters from Medjugorje,Wayne Weible,1557250219,true
Road to Wellville,T. Coraghessan Boyle,451183746,true
The Family of Pascual Duarte,Camilo Jose Cela,316134317,true
The Secrets of Bach Flower Remedies,Jeremy Harwood,789467747,true
"More Than a Pink Cadillac : Mary Kay, Inc.'s Nine Leadership Keys to Success",Jim Underwood,71408398,true
What Looks Like Crazy On An Ordinary Day,Pearl Cleage,038079487X,true
Angela's Ashes (MMP) : A Memoir,Frank McCourt,684872153,true
Mutant Message Down Under,Marlo Morgan,60926317,true
Knights of the Whip: Stagecoach Days in Oregon,Gary Meier,961937904,true
The Way of a Boy: A Memoir of Java,Ernest Hillen,140179755,true
Birds of the Innocent Wood,Deirdre Madden,571152813,true
Lady Chatterley's Lover (Penguin Popular Classics),D.H. Lawrence,140622500,true
Grijze Wolven: Een zoektocht naar Turks extreem-rechts,Stella Braam,9038802986,true
At Ruby's,Frank DeLaney,7101953,true
Snow White and the Seven Samurai,Tom Holt,1857238982,true
Die externe Rechnungslegung der Kreditinstitute und Finanzdienstleistungsinstitute (Vahlens HandbÃ¼cher der Wirtschafts- und Sozialwissenschaften),Hartmut Bieg,380062236X,true
The Corrections: A Novel,Jonathan Franzen,312421273,true
Sick Puppy,Carl Hiaasen,679454454,true
"CSI, Miami: Heat Wave",Max Allan Collins,743480562,true
Tempting the Heiress,Barbara Pierce,312986211,true
Mimosa Grove (Mira),Dinah McCall,778320294,true
The Marriage Test,Betina Krahn,425196453,true
The Dragon Lord's Daughters,Bertrice Small,1575668572,true
Getting What You Want,Kathy Love,821776126,true
Perfect Switch,Lisa Plumley,821773429,true
What Memories Remain,Cait London,60555882,true
Again The Magic,Lisa Kleypas,380811081,true
The Thin Pink Line (Red Dress Ink),Lauren Baratz-Logsted,373250592,true
With Open Arms (Silhouette Single Title),Nora Roberts,373285043,true
Blood Lure,Nevada Barr,399147020,true
The Cube,Annie Gottlieb,62512668,true
Nerd in Shining Armor,Vicki Lewis Thompson,440241162,true
Any Small Goodness: A Novel of the Barrio,Tony Johnston,439233844,true
Ravage,Rene Barjavel,785917136,true
The Toy Factory (Sammy and Brian Mystery),Ken Munro,1930353006,true
Homecoming: The Southern Family in Short Fiction,Liz Smith Parkhurst,874831121,true
Shopgirl : A Novella,Steve Martin,786866586,true
Medicine River,Thomas King,140254749,true
Im CafÃ?Â© und auf der Strasse. Geschichten.,HansjÃ?Â¶rg Schneider,3250600520,true
Die Fehler des Kopisten: Botho Strauss,Botho Strauss,3446190295,true
Das Schimmern der FlÃ¼gel: Jugendmythen,Erika Burkart,3250102342,true
"Fursorgliche Belagerung (Fiction, Poetry and Drama)",Boll,342310001X,true
"Erinnerungen an Kreisau, 1930-1945",Freya von Moltke,3406426530,true
August der Starke: Bilder einer Zeit,Reinhard Delau,3354005092,true
Nachtbuch fÃ¼r Astrid (Odeon),HansjÃ¶rg Schneider,3250300020,true
Unstete Leute: Roman,Christina Viragh,3608958703,true
A Marriage Made in Heaven : Or Too Tired for an Affair,Erma Bombeck,61092029,true
Die USA im RÃ¼ckspiegel: Aufzeichnungen eines Schweizer Amerika-Reisenden,Jacques Wirz,3718501473,true
Der Matarese- Bund. Roman.,Robert Ludlum,3453017978,true
Die Akte Odessa. / Das vierte Protokoll.,Frederick Forsyth,3492230466,true
Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,Michael Moore,3492045170,true
Comprehensive School Health Education: Totally Awesome Strategies for Teaching Health,Linda Brower Meeks,72521309,true
An Anthropologist on Mars: Seven Paradoxical Tales,Oliver W. Sacks,679756973,true
"Inconspicuous Consumption:  An Obsessive Look at the Stuff We Take for Granted, from the Everyday to the Obscure",Paul Lukas,517886685,true
The Tao of Physics,FRITJOF CAPRA,1570625190,true
All in the family: A cultural history of family life,Suanne Kelman,670866563,true
Nobrow: The Culture of Marketing-The Marketing of Culture,John Seabrook,375405046,true
The Pursuit of Pleasure (Pursuit of Pleasure),Lionel Tiger,316845442,true
We want some too: Underground desire and the reinvention of mass culture,Hal Niedzviecki,140291725,true
Denial of Death,Ernest Becker,29023106,true
Woody Allen on Woody Allen: In Conversation With Stig Bjorkman,Woody Allen,802134254,true
The Melancholy Death of Oyster Boy : and Other Stories,Tim Burton,688156819,true
"The World's Shortest Stories: Murder, Love, Horror, Suspense, All This and Much More in the Most Amazing Short Stories Ever Written, Each One Just 55 Words Long",Steve Moss,762403004,true
Scent of Dried Roses,Tim Lott,140250840,true
Double Indemnity (Vintage Crime/Black Lizard),James M. Cain,679723226,true
The Maltese Falcon (Vintage Crime/Black Lizard),DASHIELL HAMMETT,679722645,true
An Underachiever's Diary,Benjamin Anastas,380732181,true
Blindness (Harvest Book),Jose Saramago,156007754,true
The Complete Fairy Tales of the Brothers Grimm,Jack Zipes,553371010,true
Generation X: Tales for an Accelerated Culture,Douglas Coupland,031205436X,true
The Beach,Alex Garland,1573226521,true
The Fuck Up,Arthur Nersesian,671027638,true
Thumbsucker,Walter Kirn,385497091,true
Fever Pitch,Nick Hornby,1573226882,true
High Fidelity,Nick Hornby,1573228214,true
Sea Glass: A Novel,Anita Shreve,316780812,true
Range of Motion,Elizabeth Berg,515119784,true
"After Anne (Henke, Roxanne, Coming Home to Brewster, 1.)",Roxanne Henke,736909672,true
The Last to Know,Wendy Corsi Staub,786011963,true
The Worst-Case Scenario Survival Handbook,Joshua Piven,811825558,true
Who Was the Man in the Iron Mask?: And Other Historical Enigmas (Penguin Classic History S.),Hugh Ross Williamson,141390972,true
Felinestein : Pampering the Genius in Your Cat,Cindy Ribarich,62736302,true
Net Slaves: True Tales of Working the Web,Bill Lessard,71352430,true
NEVERMORE,Harold Schechter,671798553,true
The Keys of Egypt: The Race to Crack the Hieroglyph Code,Lesley Adkins,60953497,true
The Erotomaniac: The Secret Life of Henry Spencer Ashbee,Ian Gibson,306810646,true
A Cabinet of Medical Curiosities,Jan Bondeson,393318923,true
"Free Software, Free Society: Selected Essays of Richard M. Stallman",Richard M. Stallman,1882114981,true
Essential XUL Programming,Vaughn Bullard,471415804,true
"A Secret History : The Book Of Ash, #1 (Book of Ash)",Mary Gentle,380788691,true
The Laughing Corpse (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,515134449,true
Exim: The Mail Transfer Agent,Philip Hazel,596000987,true
Introduction to Functional Programming (2nd Edition),Bird,134843460,true
"The Reptile Room (A Series of Unfortunate Events, Book 2)",Lemony Snicket,64407675,true
The Things They Carried,TIM O'BRIEN,767902890,true
Fantastic Archaeology: The Wild Side of North American Prehistory,Stephen Williams,812213122,true
Dr. Bowdler's Legacy: A History of Expurgated Books in England and America,Noel Perrin,879238615,true
The Best American Science and Nature Writing 2002 (The Best American (TM)),Natalie Angier,618134786,true
A Monstrous Regiment of Women,Laurie R. King,312135653,true
The Future of Ideas: The Fate of the Commons in a Connected World,Lawrence Lessig,375726446,true
Cicero: The Life and Times of Rome's Greatest Politician,Anthony Everitt,037575895X,true
Star Trek Memories,William Shatner,61092355,true
Mike Nelson's Death Rat! : A Novel,Michael J. Nelson,60934727,true
Night Watch : A Long-Lost Adventure in Which Sherlock Holmes Meets Father Brown,STEPHEN KENDRICK,375403671,true
Sherlock Holmes and the Rune Stone Mystery: From the American Chronicles of John H. Watson M.D. (Sherlock Holmes),Larry Millett,670888214,true
Coraline,Neil Gaiman,380977788,true
Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,441304834,true
Nigger - The Strange Career of a Troublesome Word,Randall Kennedy,375421726,true
"My 1,000 Americans: A Year-Long Journey through the Personals",Rochelle Morton,609805002,true
Best of Temp Slave,Jeff Kelly,1891053426,true
Bodies in Motion and at Rest: On Metaphor and Mortality,Thomas Lynch,393049272,true
None but a blockhead: On being a writer,Larry L King,140099182,true
"The Napoleon of Crime : The Life and Times of Adam Worth, Master Thief",BEN MACINTYRE,385319932,true
A Mind of Its Own: A Cultural History of the Penis,David M. Friedman,684853205,true
Great Moments in Sex,Cheryl Rilly,609802437,true
Terminator 3: Rise of the Machines,David Hagberg,765347415,true
Don Juan McQueen,Eugenia Price,425071081,true
La Sombra Del Viento/The Shadow Of The Wind,Carlos Ruiz Zafon,8408043641,true
Croce e delizia (I Libri di Luciano De Crescenzo),Luciano De Crescenzo,8804367199,true
Western Civilizations,Edward McNall Burns,393956571,true
Information Systems: A Management Perspective,Steven Alter,805324305,true
Pour en finir avec le travail,Xavier Patier,2710305089,true
Eloge de la fessÃ?Â©e,Jacques Serguine,2070368378,true
Der MÃ?Â¶rder mit der Strumpfhose. Kommissar Schneider wird zum Elch.,Helge Schneider,3462025376,true
Long After Midnight,IRIS JOHANSEN,553571818,true
Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,441790348,true
Listeners,Christopher Pike,812550390,true
Salammbo (World Classics),Gustave Flaubert,2877141519,true
The Diaries of Adam and Eve,Mark Twain,965881199,true
The Diaries of Adam and Eve (Literary Classics),Mark Twain,1573928275,true
Fire on the Mountain,Anita Desai,014011906X,true
Alone in the Australian Outback,Gladys Taylor,920109020,true
Box Socials,W. P. Kinsella,345377494,true
Golf Hall of Shame-12 Copy Prepak,Bruce Nash,590960369,true
User Unfriendly,Vivian Vandevelde,152009604,true
Rl's Dream: A Novel,Walter Mosley,393038025,true
Murder at the Mendel (Joanne Kilbourn Mysteries (Paperback)),GAIL BOWEN,771014929,true
The Map That Changed the World : William Smith and the Birth of Modern Geology,Simon Winchester,60931809,true
Metamorphoses and Other Stories,Franz Kafka,1566199697,true
The Arabian Nights: More Marvels and Wonders of the Thousand and One Nights,Jack David Zipes,451527496,true
Arabian Nights: The Marvels and Wonders of the Thousand and One Nights,Jack Zipes,451525426,true
"A Game of Thrones (A Song of Ice and Fire, Book 1)",George R.R. Martin,553573403,true
"A Clash of Kings (A Song of Fire and Ice, Book 2)",George R. R. Martin,553579908,true
"A Storm of Swords (A Song of Ice and Fire, Book 3)",GEORGE R.R. MARTIN,055357342X,true
Skin,Kathe Koja,440211158,true
There's No Toilet Paper on the Road Less Traveled: The Best of Travel Humor and Misadventure (Travelers' Tales Guides),Doug Lansky,1885211279,true
Message des hommes vrais au monde mutant,Marlo Morgan,2290044067,true
Privileged Information,Stephen White,821739514,true
Till We Meet Again,Judith Krantz,553280147,true
Sea Devil,Richard Henrick,821730894,true
Scents,Johanna Kingsley,553245716,true
Disclosure,Michael Crichton,345391055,true
Firefox Down,Craig Thomas,553243055,true
And Then There Were None : A Novel,Agatha Christie,312979479,true
The Idiot Girls' Action Adventure Club,Laurie Notaro,375760911,true
Answer As a Man,Taylor Caldwell,449244679,true
ALL MY FRIENDS ARE GOING TO BE STRANGERS (Touchstone Book),Larry McMurtry,671681036,true
POSTCARDS,Annie Proulx,068480087X,true
The First Time,Joy Fielding,743407067,true
Plantation: A Lowcountry Tale,Dorothea Benton Frank,515131083,true
God Is No Laughing Matter: Observations and Objections on the Spiritual Path,Julia Cameron,1585420654,true
Living on the Borders: What the Church Can Learn from Ethnic Immigrant Cultures,Mark Griffin,1587430665,true
Pilgrim Souls : A Collection of Spiritual Autobiography,Elizabeth Powers,684843110,true
All You Really Need to Know about Prayer You Can Learn from the Poor,Louise Perrotta,156955028X,true
The Red Hat Society(TM) : Fun and Friendship After Fifty,Sue Ellen Cooper,446679763,true
Wild Man's Journey: Reflections on Male Spirituality,Richard Rohr,867162791,true
The Autobiography of My Mother,Jamaica Kincaid,452274664,true
The Half-a-Moon Inn,Paul Fleischman,64403645,true
Under the Banner of Heaven : A Story of Violent Faith,JON KRAKAUER,1400032806,true
Criminals,Margot Livesey,140262776,true
My Sister's Bones,CATHI HANAUER,385317042,true
My Sisters Keeper: Learning to Cope With a Sibling's Mental Illness,Margaret Moorman,393029875,true
Brick Lane : A Novel,Monica Ali,743243315,true
The First Time,Joy Fielding,743407059,true
"The Art of Mending : A Novel (Berg, Elizabeth)",ELIZABETH BERG,1400061598,true
Sister Noon,Karen Joy Fowler,452283280,true
Grand Avenue,Joy Fielding,743407083,true
Three Weeks with My Brother,Micah Sparks,446532444,true
Good Grief : A Novel,Lolly Winston,446533041,true
Rapture,SUSAN MINOT,375413278,true
Daddy's Girl,Charlotte Vale Allen,1892738341,true
Irish Girls About Town : An Anthology of Short Stories,Maeve Binchy,743483014,true
The Book of Embraces,Eduardo H. Galeano,393029603,true
A Safe Place to Die,Janice Law,312093004,true
My Soul to Keep,Judith Hawkes,451184149,true
Go Ask Alice (Avon/Flare Book),James Jennings,380005239,true
The Vital Illusion,Jean Baudrillard,231121008,true
More Scary Stories To Tell In The Dark,Alvin Schwartz,64401774,true
Smack,Melvin Burgess,380732238,true
Conversations With God : An Uncommon Dialogue (Book 2),Neale Donald Walsch,1571740562,true
Conversations with God : An Uncommon Dialogue (Book 1),Neale Donald Walsch,399142789,true
Waiting,Ha Jin,375406530,true
The Death of Vishnu: A Novel,Manil Suri,006000438X,true
The End of the Pier,Martha Grimes,679411267,true
Death in Holy Orders (Adam Dalgliesh Mysteries (Hardcover)),P.D. JAMES,375412557,true
The River Beyond the World,Janet Peery,312169868,true
The Corrections,Jonathan Franzen,374129983,true
The Kitchen Boy,Robert Alexander,067003178X,true
Finding Fish: A Memoir,Antwone Quenton Fisher,688176992,true
Brighten the Corner Where You Are,Fred Chappell,312032978,true
Love in the Time of Cholera,GABRIEL GARCIA MARQUEZ,394561619,true
When My Sister Was Cleopatra Moon,Frances Park,786866470,true
Talk Before Sleep,Elizabeth Berg,385318782,true
The Women on the Porch (Southern Classics Series),Caroline Gordon,1879941201,true
Affliction,Russell Banks,60920076,true
Range of Motion,Elizabeth Berg,679437452,true
The Time Traveler's Wife (Today Show Book Club #15),Audrey Niffenegger,1931561648,true
Little Altars Everywhere,Rebecca Wells,60517794,true
"Heir to the Empire (Star Wars: The Thrawn Trilogy, Vol. 1)",Timothy Zahn,553296124,true
"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,345413350,true
Creed for the Third Millennium,Colleen McCullough,380701340,true
Murder Of Muriel Lake,Shannon O'Cork,373260474,true
Heir to Betrayal,Larry Kirk,1588515281,true
The Amazing Adventures of Kavalier &amp; Clay: A Novel,Michael Chabon,679450041,true
Scarfe Land,Gerald Scarfe,241130522,true
The If... Files,Steve Bell,413722309,true
Bell's Eye: A History of the Twentieth Century in Rude Words and Pictures,Steve Bell,413725405,true
Turn over a New Leaf: Green Cartoons for Care,Mark Bryant,1853830852,true
War and Peace,Toni Goffe,859533565,true
